Medicine Name,Uses,
Mac-RD Capsule SR,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Mom Plus Suspension Sugar Free,Treatment of Constipation,
Monticope-A Tablet SR,Treatment of Respiratory tract disorders associated with viscid mucus,
Montair LC Kid Tablet DT,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Metolar XR 25 Capsule,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Montek LC Kid Syrup,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Migrabeta Plus Tablet,Prevention of Migraine,
Meftagesic-P Suspension, Pain reliefTreatment of Fever,
Meganeuron PG Capsule,Treatment of Neuropathic pain,
Maxmala  50 Capsule, Neuropathic pain,
Moxikind-CV 375 Tablet,Treatment of Bacterial infections,
Moxovas 0.3 Tablet, Hypertension (high blood pressure),
Met-Pco Care Tablet, Polycystic ovarian syndrome (PCOS),
Metrogyl 200 Tablet,Treatment of Bacterial infectionsTreatment of Parasitic infections,
Myoril 8mg Capsule, Muscle relaxation,
Mucinac AB Tablet,Treatment of Chronic obstructive pulmonary disease (COPD),
Mecofol 10 Tablet For Vitamin B12 Deficiency,Treatment of Pernicious Anemia Vitamin B12 deficiency,
Monit GTN 2.6 Tablet CR,Treatment of Angina (heart-related chest pain),
Meganeuron NT 75 Tablet,Treatment of Neuropathic pain,
Mintop Forte 5% Minoxidil Solution,Treatment of Hair loss,
Mixtard 30 HM 100IU/ml Penfill, Diabetes,
Minipress XL 2.5mg Tablet,Treatment of Hypertension (high blood pressure)Treatment of Heart failureTreatment of Benign prostatic hyperplasia,
Migranex 10 Tablet,Prevention of Migraine,
Metolar XR 50 Capsule,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Meftagesic Tablet, Pain reliefTreatment of Fever,
Malirid-DS Tablet, Malaria,
Metsmall 500 Tablet SR,Treatment of Type 2 diabetes mellitus,
Meganeuron NT 50 Tablet,Treatment of Neuropathic pain,
Meromac 1gm Injection, Severe bacterial infections,
Macbery DX Syrup Sugar Free,Treatment of Dry cough,
Melalite 15 Cream,Treatment of Hyperpigmentation,
Metrogyl Gel, AcneTreatment of Bacterial infectionsTreatment of Parasitic infections,
Maxgalin 50 Capsule,Treatment of Neuropathic painTreatment of Epilepsy/SeizuresTreatment of Fibromyalgia,
Montemac-FX Tablet,Treatment of Sneezing and runny nose due to allergies,
Moxiforce-CV 625 Tablet,Treatment of Bacterial infections,
Metopar Tablet, Migraine,
Mebiz SR Capsule,Treatment of Irritable bowel syndrome,
Mahacef-CV 200 Tablet,Treatment of Bacterial infections,
Montaz 1g Injection, Bacterial infections,
MY Pill Tablet,Treatment of Polycystic ovarian syndrome (PCOS),
Mefkind Forte Tablet, Pain reliefTreatment of Fever,
Megazolid 600 Tablet,Treatment of Severe bacterial infections,
Metadec 50 Injection,Treatment of Post menopausal osteoporosis,
Montek LC Kid Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Moxiblu Eye Drop,Treatment of Bacterial eye infections,
Macpod CV 200 Tablet,Treatment of Respiratory tract infection,
Moxikind-CV Kid Tablet,Treatment of Resistance Tuberculosis (TB)Treatment of Bacterial infections,
Melano-TX Cream, Melasma,
Mucomix Injection,Treatment of Paracetamol toxicity,
Motogram Eye Drop,Treatment of Bacterial eye infections,
Micogel Cream,Treatment of Fungal skin infections,
Metpure -XL 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of StrokePrevention of Migraine,
Maintane 500 Injection,Prevention of Premature Labor,
Melalite Forte Cream, Melasma,
Mucomix Tablet,Treatment of Paracetamol toxicity,
Metocard XL 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Mesacol Tablet DR, Ulcerative colitis Crohn’s disease,
Medrol 16mg Tablet,Treatment of Rheumatic disorderTreatment of Systemic lupus erythematosus (SLE)Treatment of Allergic conditionsTreatment of Eye disordersTreatment of Skin disorders,
Megabrom Eye Drop, Post-operative eye pain and inflammation,
Melabest Cream,Treatment of Melasma,
Macbery LS Expectorant,Treatment of Cough with mucus,
Mobiswift-D Tablet,Treatment of Pain due to muscle spasm,
Mox 250mg Capsule,Treatment of Bacterial infections,
Montewok-LC Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Moxiflox Tablet,Treatment of Bacterial eye infections,
Myoril Injection, Muscle relaxation,
Myosone Plus Tablet, Pain due to muscle spasm,
Myatro 0.01% Eye Drop,Treatment of Myopia,
Mefkind Forte Suspension, Pain reliefTreatment of Fever,
Melanocyl Tablet, Vitiligo Psoriasis,
Myospas D Tablet,Treatment of Pain due to muscle spasm,
Metolar 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Mazetol 200 Tablet, Epilepsy/Seizures Trigeminal neuralgia Diabetic nerve pain,
Maxgalin NT Tablet,Treatment of Neuropathic pain,
Maxmala  Capsule, Neuropathic pain,
Momeflo Nasal Spray,Treatment and prevention of Sneezing and runny nose due to allergiesTreatment of Nasal congestion (blocked nose)Treatment of Nasal polyps,
Maxtra P  Oral Drops,Treatment of Common cold,
Moxclav BD 228.5mg Powder for Oral Suspension,Treatment of Resistance Tuberculosis (TB)Treatment of Bacterial infections,
Milflodex BKC Free Eye Drop,Treatment of Bacterial eye infections,
Montek 10 Tablet,Prevention of Asthma,
Maxgalin ER 75 Tablet,Treatment of Neuropathic painTreatment of Epilepsy/SeizuresTreatment of Fibromyalgia,
Maintane Tablet,Treatment of Premature LaborTreatment of Recurrent miscarriage,
Minicycline Capsule,Treatment of Bacterial infectionsTreatment of Acne,
Melmet 500 SR Tablet,Treatment of Type 2 diabetes mellitus,
Myonit SR 2.6 Tablet,Treatment of Angina (heart-related chest pain),
Mupi Ointment,Treatment of Bacterial skin infections,
Macsart 40 Tablet,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,
Moxif 400 Tablet,Treatment of Bacterial eye infections,
Megasty 160mg Tablet, Breast cancer Endometrial cancer,
Minirin 0.1mg Tablet, Diabetes insipidus Bed-wetting,
Methergin Injection, Post-delivery bleeding,
Mahaflox 400 Tablet,Treatment of Bacterial eye infections,
Maxvoid 8 Tablet,Treatment of Benign prostatic hyperplasia,
Mirbeg 25 Tablet ER,Treatment of Overactive bladder (OAB) symptoms,
Movexx MR Tablet,Treatment of Muscular pain,
Moxikind-CV Forte Dry Syrup,Treatment of Resistant Tuberculosis (TB)Treatment of Bacterial infections,
Mero 1g Injection, Severe bacterial infections,
Meftal 250mg Tablet DT, Pain relief,
Metocard XL 50 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Meftal-Spas DS Tablet,Treatment of Menstrual painTreatment of Abdominal cramp,
Moxoft-LP Eye Drop,Treatment of Eye infection with inflammation,
Monocef-O 100 Tablet,Treatment of Bacterial infections,
Metatop Nasal Spray,Treatment and prevention of Sneezing and runny nose due to allergiesTreatment of Nasal congestion (blocked nose)Treatment of Nasal polyps,
Milixim 200 Tablet,Treatment of Bacterial infections,
Migrabeta-TR 40 Tablet,Treatment of PheochromocytomaTreatment of Hypertension (high blood pressure) Prevention of migraineTreatment of AnxietyTreatment of ArrhythmiaPrevention of Heart attackPrevention of Angina (heart-related chest pain)Treatment of Tremors,
Mupimet Ointment,Treatment of Bacterial skin infections,
Meronem 1000mg Injection, Severe bacterial infections,
Myotop 450 SR Tablet, Muscle relaxation,
Menabol Tablet, Angioedema,
Minokem-N 5% Solution, Hair loss,
Mahagaba-M OD Tablet SR,Treatment of Neuropathic pain,
Macprox DP 500 Tablet,Prevention of Migraine,
Maxiflo 250 Inhaler,Treatment of Chronic obstructive pulmonary disease (COPD),
Microcef-CV 200 Tablet,Treatment of Respiratory tract infection,
Menactra Vaccine,Prevention of Meningococcal disease,
Microcef 200mg Tablet DT,Treatment of Bacterial infections,
Minoz 100 Tablet,Treatment of Bacterial infectionsTreatment of Acne,
Mahaflox Eye Ointment,Treatment of Bacterial eye infections,
Maxgalip AT Tablet, Neuropathic pain,
Myosone SR Tablet, Muscle relaxation,
Meaxon Plus Injection, Nutritional deficiencies,
Myticom Eye Drop,Treatment of Bacterial eye infections,
MX 5 Topical Solution,Treatment of Hair loss,
Metacortil-Lite Cream,Treatment of Melasma,
Monocef-O CV 50/31.25 Dry Syrup,Treatment of Respiratory tract infection,
Meconerv Tablet,Treatment of Pernicious Anemia Vitamin B12 deficiency,
Minichek 5% Solution,Treatment of Hair loss,
Momate Cream,Treatment of Skin conditions with inflammation & itching,
Misty Eye Drop,Treatment of Dry eyes,
Mahaflox 0.5% Eye Drop,Treatment of Bacterial eye infections,
Monocef 500mg Injection,Treatment of Bacterial infections,
Macpee Tablet,Treatment of Urinary retention,
Monti-FX 10mg/120mg Tablet,Treatment of Sneezing and runny nose due to allergies,
Megaclox Capsule,Treatment of Bacterial infections,
Momate Lotion,Treatment of Skin conditions with inflammation & itching,
Montina-L DT Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Movexx Plus Tablet, Pain relief,
Minolast LC 5mg/10mg Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Montral Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Mega-CV 228.5mg Dry Syrup,Treatment of Resistance Tuberculosis (TB)Treatment of Bacterial infections,
Moxovas 0.2 Tablet, Hypertension (high blood pressure),
Maxmala Forte  Capsule, Neuropathic pain,
Mirbeg 50 Tablet ER,Treatment of Overactive bladder (OAB) symptoms,
Mucolite SR Capsule,Treatment of Respiratory tract disorders associated with viscid mucus,
Monotrate 10 Tablet,Prevention of Angina (heart-related chest pain),
Metoz 5 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Edema,
Morr 5% Solution,Treatment of Hair loss,
Minoz OD 100 Capsule MR,Treatment of Bacterial infectionsTreatment of Acne,
Moxicip Tablet,Treatment of Bacterial eye infections,
Milflox Plus 0.4 Sterlie Eye Drops,Treatment of Bacterial eye infections,
Metpure -XL 50 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Minolast FX 10mg/120mg Tablet,Treatment of Sneezing and runny nose due to allergies,
Metrogyl-M Ointment,Treatment of Bacterial skin infections,
Myocyst-M Tablet SR,Treatment of Polycystic ovarian syndrome (PCOS),
Megaheal Spray,Prevention of Wound infection,
Meva SR Capsule,Treatment of Irritable bowel syndrome,
Monticope -Kid Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Mlobe-LP Eye Drop,Treatment of Eye infection with inflammation,
Macprox DP 250 Tablet,Prevention of Migraine,
Myelostat 500mg Capsule, Head and neck cancer Sickle cell anemia,
Melapik  -HQ Cream, Melasma,
Melanocyl Ointment, Vitiligo,
Monit 30 SR Tablet,Prevention of Angina (heart-related chest pain),
Metoz 2.5 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Edema,
Maxgalin M 75 Capsule,Treatment of Neuropathic pain,
Motinorm Drops,Treatment of IndigestionTreatment of NauseaTreatment of Vomiting,
Mamofen 20 Tablet, Breast cancer,
Montemac-L Syrup,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Moza 5 Tablet, Gastroesophageal reflux disease (Acid reflux),
Migrabeta-TR 20 Tablet SR,Treatment of PheochromocytomaTreatment of Hypertension (high blood pressure) Prevention of migraineTreatment of AnxietyTreatment of ArrhythmiaPrevention of Heart attackPrevention of Angina (heart-related chest pain)Treatment of Tremors,
Mefkind-Spas Tablet,Treatment of Menstrual painTreatment of Abdominal cramp,
Macbery Oral Drops, Cough,
Muout Oral Solution, Constipation Intestine preparation before any surgery,
Mycoderm-NM Cream,Treatment of Skin infections,
Macbery PD Expectorant Strawberry,Treatment of Cough with mucus,
Moxikind-CV Drops,Treatment of Resistant Tuberculosis (TB)Treatment of Bacterial infections,
Megesta 160 Tablet, Breast cancer Endometrial cancer,
Memopi HC Cream,Treatment of Melasma,
Methimez 10 Tablet, Hyperthyroidism,
Monotrate 20 Tablet,Prevention of Angina (heart-related chest pain),
Melalite XL Cream,Treatment of Melasma,
Macsart AM Tablet,Treatment of Hypertension (high blood pressure),
Moxigram KT Eye Drop,Treatment of Bacterial eye infections,
Melanocyl Solution, Vitiligo Psoriasis,
Maxtra Gargle, Pain relief,
MDD XR 50 Tablet, Depression,
Mexohar 150mg Capsule,Treatment of Arrhythmia,
Mucolite LS Syrup, Chronic obstructive pulmonary disease (COPD),
Monlevo Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Melgain Lotion, Vitiligo,
Miofree A 4mg Tablet,Treatment of Pain due to muscle spasm,
Mega FreeFlex Joint Health Tablet, Osteoarthritis,
Megacholin Plus Tablet, Stroke,
Mintop Eva Solution,Treatment of Hair loss,
Mfsone Cream,Treatment of Skin conditions with inflammation & itching,
Maxgalin M ER 75 Tablet,Treatment of Neuropathic pain,
Megapen Kid Tablet,Treatment of Bacterial infections,
Maxtra Tablet,Treatment of Common cold,
Momesone Cream,Treatment of Skin conditions with inflammation & itching,
Montemac AL Tablet,Treatment of Respiratory tract disorders associated with viscid mucus,
Maxtra Cold Plus Tablet,Treatment of Common cold,
Meftal-Spas Drops,Treatment of Irritable bowel syndromeTreatment of Abdominal pain,
Minado 500 Tablet,Prevention of Migraine,
Mirago S 25 Combikit, Overactive bladder (OAB) symptoms,
Meftal-Spas Suspension,Treatment of Irritable bowel syndromeTreatment of Abdominal pain,
Maxiliv Injection, Liver  disease,
Momate-XL Cream,Treatment of Skin conditions with inflammation & itching,
Mucobenz Mouth Wash, Pain relief,
Mucaine Gel Mint Sugar Free,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,
Metolar 50 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Migon Plus Tablet,Prevention of Migraine,
Metasone Cream,Treatment of Skin conditions with inflammation & itching,
Montair 4mg Chewable Tablet,Treatment of Sneezing and runny nose due to allergies,
Motivyst Tablet,Treatment of Type 2 diabetes mellitus,
Macpred 4 Tablet,Treatment of Rheumatic disorderTreatment of Systemic lupus erythematosus (SLE)Treatment of Allergic conditionsTreatment of Eye disordersTreatment of Skin disorders,
Macpod 50 Oral Suspension,Treatment of Bacterial infections,
Mildfil Tablet,Treatment of Erectile dysfunction,
Moxiblu LX Eye Drop,Treatment of Eye infection with inflammation,
Myosone Tablet, Muscle relaxation,
Mahacort DZ 6 Tablet,Treatment of Inflammatory conditionsTreatment of Autoimmune conditionsTreatment of Cancer,
Myotop-DSR Tablet, Pain due to muscle spasm,
Monocef-O CV Dry Syrup,Treatment of Respiratory tract infection,
Mpx-CV 625 Tablet,Treatment of Bacterial infections,
Met XL AM 50/5 Tablet,Treatment of Hypertension (high blood pressure),
Metapro -XL 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Miontizee-L Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Monocef 2gm Injection,Treatment of Bacterial infections,
Mega-CV Forte 457mg Dry Syrup,Treatment of Resistant Tuberculosis (TB)Treatment of Bacterial infections,
Myfortic 360mg Tablet, Prevention of organ rejection in transplant patients,
Mycoderm-C Dusting Powder,Treatment of Fungal skin infections,
Mext 7.5 F Combipack, Rheumatoid arthritis,
